symbol,signal_date,entry,risk_pct,t1,baseline_r,sweep_full_r,t1_then_sweep_r,baseline_reason,sweep_full_reason,t1_then_sweep_reason,t1_hit
LT,2025-09-16 03:45:00+00:00,3672.0,4.378970894455878,3963.5,-1.0,0.4104584534212512,2.1471330461164695,stop,sweep_reject,sweep_reject,True
M&M,2017-05-31 03:45:00+00:00,715.0,9.330244828413772,,-1.0,0.026232456838633185,-1.0,stop,sweep_reject,stop,False
M&M,2017-10-16 03:45:00+00:00,686.9500122070312,11.113047797228921,,-0.19648660159528974,0.2233396105787736,-0.19648660159528974,trend_exit,sweep_reject,trend_exit,False
M&M,2020-10-06 03:45:00+00:00,629.9000244140625,10.315359668881701,740.0,0.9334144988040786,0.06233008422971839,2.425493669370386,trend_exit,sweep_reject,sweep_reject,True
M&M,2022-10-25 03:45:00+00:00,1283.300048828125,6.99332988248143,,-1.0,0.3587921953894191,-1.0,stop,sweep_reject,stop,False
M&M,2023-09-18 03:45:00+00:00,1620.0999755859375,6.824486144491357,,-1.0,-1.0,-1.0,stop,stop,stop,False
M&M,2023-11-16 03:45:00+00:00,1575.0,8.150385421095528,,7.68100787493309,0.6691671034293699,7.68100787493309,trend_exit,sweep_reject,trend_exit,False
M&M,2025-10-16 03:45:00+00:00,3561.0,4.841097234393176,,-1.0,-1.0,-1.0,stop,stop,stop,False
M&M,2026-02-10 03:45:00+00:00,3704.699951171875,11.682416291134917,,-1.0737097811178005,-1.0737097811178005,-1.0737097811178005,stop,stop,stop,False
MARUTI,2017-10-26 03:45:00+00:00,8123.9501953125,5.477277155058238,,0.6563340727836232,0.6563340727836232,0.6563340727836232,trend_exit,trend_exit,trend_exit,False
MARUTI,2018-08-28 03:45:00+00:00,9421.0,4.097722117287359,,-1.0,-1.0,-1.0,stop,stop,stop,False
MARUTI,2019-12-23 03:45:00+00:00,7397.0,7.388964368472858,9118.9501953125,-1.1288753061072894,-1.1288753061072894,-1.1288753061072894,stop,stop,stop,False
MARUTI,2021-05-12 03:45:00+00:00,6840.0,6.639510203324068,7799.0,3.8410859997973894,1.560523841257105,2.103689930808617,trend_exit,sweep_reject,sweep_reject,True
MARUTI,2023-07-05 03:45:00+00:00,9999.9501953125,7.163109127092052,,-1.0,-1.0,-1.0,stop,stop,stop,False
MARUTI,2023-08-31 03:45:00+00:00,9999.0,7.600198914980777,,1.9093514929603939,0.9619131229180206,1.9093514929603939,trend_exit,sweep_reject,trend_exit,False
MARUTI,2025-12-02 03:45:00+00:00,16219.0,3.8528885874591507,,-1.0,0.7841254600736123,-1.0,stop,sweep_reject,stop,False
NESTLEIND,2017-12-07 03:45:00+00:00,390.0,5.030989091474928,,-1.0,-1.0,-1.0,stop,stop,stop,False
NESTLEIND,2018-02-27 03:45:00+00:00,387.95001220703125,3.815048940837287,,27.16465350254151,8.408510291341905,27.16465350254151,trend_exit,sweep_reject,trend_exit,False
NESTLEIND,2021-03-30 03:45:00+00:00,864.9500122070312,7.3264507168779165,,1.0265085656938389,0.09945521022045452,1.0265085656938389,trend_exit,sweep_reject,trend_exit,False
NESTLEIND,2022-10-19 03:45:00+00:00,985.9500122070312,6.82704676346267,,-1.0,-1.0,-1.0,stop,stop,stop,False
NESTLEIND,2023-03-31 03:45:00+00:00,989.2000122070312,9.808031372866758,,1.9869396205402068,0.42001132742895825,1.9869396205402068,trend_exit,sweep_reject,trend_exit,False
NESTLEIND,2025-06-27 03:45:00+00:00,1234.0,6.576435630535143,1389.0,-1.0,-0.061611853061575246,-1.0,stop,sweep_reject,stop,False
NESTLEIND,2025-08-18 03:45:00+00:00,1149.5999755859375,3.6544099001100783,1245.0,1.5186475939975912,3.4133845671856355,2.842106912616271,trend_exit,sweep_reject,sweep_reject,True
NESTLEIND,2026-07-01 03:45:00+00:00,1459.0,5.593705931338282,,-0.1899226559923775,0.5036010660969756,-0.1899226559923775,open_at_end,sweep_reject,open_at_end,False
NTPC,2017-10-06 03:45:00+00:00,145.7916717529297,6.374273665343731,,-1.1612488746276979,0.3093673149990206,-1.1612488746276979,stop,sweep_reject,stop,False
NTPC,2018-02-27 03:45:00+00:00,136.6666717529297,2.5374638480356086,146.875,-1.0,-1.0,0.9718452444670791,stop,stop,stop_after_t1,True
NTPC,2021-05-10 03:45:00+00:00,108.0,6.700063180671167,118.9000015258789,35.931115013250505,0.8222693256760752,1.5788960062043147,trend_exit,sweep_reject,sweep_reject,True
NTPC,2026-04-13 03:45:00+00:00,390.25,10.06149910610615,,-1.0,0.07003692809575432,-1.0,stop,sweep_reject,stop,False
ONGC,2018-04-11 03:45:00+00:00,183.14999389648438,4.810068387418077,207.0500030517578,-1.0,0.6583700445679022,-1.0,stop,sweep_reject,stop,False
ONGC,2021-04-16 03:45:00+00:00,103.94999694824219,6.6240638565399985,122.3499984741211,7.5591291935573075,1.2126565072571123,2.810166351985792,trend_exit,sweep_reject,sweep_reject,True
ONGC,2023-02-16 03:45:00+00:00,155.5,10.14859495219912,179.8000030517578,4.860254755680265,0.06653562619081248,1.9802212145784073,trend_exit,sweep_reject,sweep_reject,True
ONGC,2026-04-28 03:45:00+00:00,303.8999938964844,9.799039168960128,,-1.0,-1.0,-1.0,stop,stop,stop,False
