symbol,signal_date,entry_date,entry,stop,risk_pct,t1,t1_kind,t2,t2_kind,t1_r,t2_r,n_pool,nearest_pool_r,baseline_r,baseline_reason,baseline_hit_t1,baseline_hit_t2,baseline_bars,baseline_open,t1t2_r,t1t2_reason,t1t2_hit_t1,t1t2_hit_t2,t1t2_bars,t1t2_open,t1run_r,t1run_reason,t1run_hit_t1,t1run_hit_t2,t1run_bars,t1run_open,t1t2_be_r,t1t2_be_reason,t1t2_be_hit_t1,t1t2_be_hit_t2,t1t2_be_bars,t1t2_be_open,t1run_be_r,t1run_be_reason,t1run_be_hit_t1,t1run_be_hit_t2,t1run_be_bars,t1run_be_open,t1run_trail_r,t1run_trail_reason,t1run_trail_hit_t1,t1run_trail_hit_t2,t1run_trail_bars,t1run_trail_open
DIVISLAB,2026-07-14 03:45:00+00:00,2026-07-15 03:45:00+00:00,7260.0,6515.457142857143,10.255411255411259,,,,,,,0,,-0.015445719329214468,open_at_end,False,False,7,True,-0.015445719329214468,open_at_end,False,False,7,True,-0.015445719329214468,open_at_end,False,False,7,True,-0.015445719329214468,open_at_end,False,False,7,True,-0.015445719329214468,open_at_end,False,False,7,True,-0.015445719329214468,open_at_end,False,False,7,True
DRREDDY,2018-08-02 03:45:00+00:00,2018-08-03 03:45:00+00:00,447.20001220703125,410.22193232945034,8.268801178042434,485.9200134277344,daily_swing,523.0,daily_swing,1.0471068630088147,2.0498627306747963,26,0.8202152916721375,-1.0,stop,False,False,130,False,1.5484847968418056,t2,True,True,19,False,0.023553431504407363,stop_after_t1,True,False,130,False,1.5484847968418056,t2,True,True,19,False,0.5235534315044074,stop_after_t1,True,False,130,False,1.203956213006708,stop_after_t1,True,False,31,False
DRREDDY,2019-03-20 03:45:00+00:00,2019-03-22 03:45:00+00:00,555.7999877929688,514.890009852818,7.360557545638051,635.4000244140625,daily_swing,640.77001953125,daily_swing,1.9457364835919655,2.0770001847125954,18,0.4839892072768935,-1.0,stop,False,False,36,False,-1.0,stop,False,False,36,False,-1.0,stop,False,False,36,False,-1.0,stop,False,False,36,False,-1.0,stop,False,False,36,False,-1.0,stop,False,False,36,False
DRREDDY,2019-07-16 03:45:00+00:00,2019-07-17 03:45:00+00:00,533.1199951171875,510.6129874093192,4.2217526849505855,559.6900024414062,daily_swing,592.7999877929688,daily_swing,1.1805215366292363,2.6516182626497047,18,1.1805215366292363,-1.0,stop,False,False,9,False,-1.0,stop,False,False,9,False,-1.0,stop,False,False,9,False,-1.0,stop,False,False,9,False,-1.0,stop,False,False,9,False,-1.0,stop,False,False,9,False
DRREDDY,2019-09-04 03:45:00+00:00,2019-09-05 03:45:00+00:00,527.3499755859375,497.4505089896066,5.669757842144521,559.6900024414062,daily_swing,592.7999877929688,daily_swing,1.0816255451004377,2.1890026698691307,20,0.602352209448281,12.256071894339408,trend_exit,False,False,350,False,1.6353141074847843,t2,True,True,53,False,6.668848719719923,trend_exit,True,False,350,False,0.5408127725502189,stop_after_t1,True,False,18,False,0.5408127725502189,stop_after_t1,True,False,18,False,0.7557001615893035,stop_after_t1,True,False,16,False
DRREDDY,2021-09-01 03:45:00+00:00,2021-09-02 03:45:00+00:00,962.2000122070312,887.2141579764229,7.793167042121593,1089.4000244140625,daily_swing,1122.9200439453125,daily_swing,1.6963201061342281,2.1433380120470416,6,0.12762416888374115,-0.6666589418403891,trend_exit,False,False,74,False,-0.6666589418403891,trend_exit,False,False,74,False,-0.6666589418403891,trend_exit,False,False,74,False,-0.6666589418403891,trend_exit,False,False,74,False,-0.6666589418403891,trend_exit,False,False,74,False,-0.6666589418403891,trend_exit,False,False,74,False
DRREDDY,2022-09-28 03:45:00+00:00,2022-09-29 03:45:00+00:00,858.25,797.449953351702,7.084188365662454,922.760009765625,daily_swing,986.0599975585938,prev_month,1.061019083402806,2.1021365048931515,20,0.0929279618278165,5.080588608770576,trend_exit,False,False,595,False,1.5815777941479787,t2,True,True,135,False,3.070803846086691,trend_exit,True,False,595,False,0.530509541701403,stop_after_t1,True,False,53,False,0.530509541701403,stop_after_t1,True,False,53,False,0.7093745360476602,stop_after_t1,True,False,29,False
DRREDDY,2025-07-25 03:45:00+00:00,2025-07-28 03:45:00+00:00,1280.0,1238.7264282226563,3.224497795104977,1353.699951171875,daily_swing,1379.699951171875,daily_swing,1.7856450992286328,2.4155881567440036,13,0.8092351346339444,-1.0,stop,False,False,4,False,-1.0,stop,False,False,4,False,-1.0,stop,False,False,4,False,-1.0,stop,False,False,4,False,-1.0,stop,False,False,4,False,-1.0,stop,False,False,4,False
DRREDDY,2025-09-09 03:45:00+00:00,2025-09-10 03:45:00+00:00,1294.4000244140625,1238.2843340192521,4.335266481489161,1353.699951171875,daily_swing,1414.989990234375,daily_swing,1.0567441359198997,2.148952725554719,15,0.13543405654402058,-1.0,stop,False,False,13,False,-1.0,stop,False,False,13,False,-1.0,stop,False,False,13,False,-1.0,stop,False,False,13,False,-1.0,stop,False,False,13,False,-1.0,stop,False,False,13,False
DRREDDY,2025-10-20 03:45:00+00:00,2025-10-21 03:45:00+00:00,1288.0,1229.2343104771205,4.562553534385053,1353.699951171875,daily_swing,1405.9000244140625,daily_swing,1.117998473348905,2.00627313950192,14,0.6602500394897743,-1.5655393605852488,stop,False,False,6,False,-1.5655393605852488,stop,False,False,6,False,-1.5655393605852488,stop,False,False,6,False,-1.5655393605852488,stop,False,False,6,False,-1.5655393605852488,stop,False,False,6,False,-1.5655393605852488,stop,False,False,6,False
DRREDDY,2025-12-02 03:45:00+00:00,2025-12-03 03:45:00+00:00,1283.5999755859375,1217.1471418108258,5.177067235824565,1353.699951171875,daily_swing,1421.489990234375,daily_swing,1.0548831645489851,2.075005787038098,18,0.2693643505804342,-1.0,stop,False,False,25,False,-1.0,stop,False,False,25,False,-1.0,stop,False,False,25,False,-1.0,stop,False,False,25,False,-1.0,stop,False,False,25,False,-1.0,stop,False,False,25,False
EICHERMOT,2017-07-31 03:45:00+00:00,2017-08-01 03:45:00+00:00,3022.330078125,2811.568980189732,6.973463933033432,,,,,,,0,,-0.43734374953975197,trend_exit,False,False,86,False,-0.43734374953975197,trend_exit,False,False,86,False,-0.43734374953975197,trend_exit,False,False,86,False,-0.43734374953975197,trend_exit,False,False,86,False,-0.43734374953975197,trend_exit,False,False,86,False,-0.43734374953975197,trend_exit,False,False,86,False
EICHERMOT,2019-12-30 03:45:00+00:00,2019-12-31 03:45:00+00:00,2278.0,2136.240523856027,6.222979637575645,2422.0,daily_swing,2980.0,daily_swing,1.01580510818022,4.9520499023785725,25,0.47263154338940794,-1.0,stop,False,False,3,False,-1.0,stop,False,False,3,False,-1.0,stop,False,False,3,False,-1.0,stop,False,False,3,False,-1.0,stop,False,False,3,False,-1.0,stop,False,False,3,False
EICHERMOT,2021-01-04 03:45:00+00:00,2021-01-05 03:45:00+00:00,2630.0,2333.3604561941966,11.279070106684541,2980.0,daily_swing,3223.669921875,prev_month,1.1798831521569804,2.001317539321895,21,0.326996187883506,-1.0,stop,False,False,69,False,0.08994157607849018,stop_after_t1,True,False,69,False,0.08994157607849018,stop_after_t1,True,False,69,False,0.5899415760784902,stop_after_t1,True,False,31,False,0.5899415760784902,stop_after_t1,True,False,31,False,0.9017678377199778,stop_after_t1,True,False,15,False
EICHERMOT,2022-09-09 03:45:00+00:00,2022-09-12 03:45:00+00:00,3484.0,3231.5803571428573,7.2451103001476085,,,,,,,2,0.11766101415761744,-1.0,stop,False,False,70,False,-1.0,stop,False,False,70,False,-1.0,stop,False,False,70,False,-1.0,stop,False,False,70,False,-1.0,stop,False,False,70,False,-1.0,stop,False,False,70,False
EICHERMOT,2023-02-01 03:45:00+00:00,2023-02-02 03:45:00+00:00,3265.0,3051.9178606305804,6.526252354346694,3490.75,daily_swing,3791.949951171875,daily_swing,1.0594505981030078,2.4729897716030727,7,1.0594505981030078,-1.0,stop,False,False,26,False,-1.0,stop,False,False,26,False,-1.0,stop,False,False,26,False,-1.0,stop,False,False,26,False,-1.0,stop,False,False,26,False,-1.0,stop,False,False,26,False
EICHERMOT,2024-03-20 03:45:00+00:00,2024-03-21 03:45:00+00:00,3881.35009765625,3724.4229091099332,4.04310831535339,4145.0,prev_month,4200.0,daily_swing,1.680077906104424,2.0305589190473587,7,0.8768388371082853,17.005656744790933,trend_exit,False,False,503,False,1.8553184125758913,t2,True,True,11,False,9.342867325447678,trend_exit,True,False,503,False,1.8553184125758913,t2,True,True,11,False,9.342867325447678,trend_exit,True,False,503,False,2.9013443043562788,stop_after_t1,True,False,47,False
HCLTECH,2017-02-16 03:45:00+00:00,2017-02-17 03:45:00+00:00,425.0,399.9571363176618,5.892438513491336,,,,,,,4,0.20964056134293596,-1.0,stop,False,False,44,False,-1.0,stop,False,False,44,False,-1.0,stop,False,False,44,False,-1.0,stop,False,False,44,False,-1.0,stop,False,False,44,False,-1.0,stop,False,False,44,False
HCLTECH,2017-05-03 03:45:00+00:00,2017-05-04 03:45:00+00:00,418.04998779296875,397.27268458775114,4.97005234108682,439.125,prev_month,,,1.0143285679990888,,3,1.0143285679990888,0.16845304539431655,trend_exit,False,False,138,False,0.5913908066967026,trend_exit,True,False,138,False,0.5913908066967026,trend_exit,True,False,138,False,0.5071642839995444,stop_after_t1,True,False,31,False,0.5071642839995444,stop_after_t1,True,False,31,False,0.5540907832610453,stop_after_t1,True,False,31,False
HCLTECH,2018-04-12 03:45:00+00:00,2018-04-13 03:45:00+00:00,507.25,450.3724931989397,11.212914105679703,,,,,,,4,0.003955976908457431,-1.0,stop,False,False,24,False,-1.0,stop,False,False,24,False,-1.0,stop,False,False,24,False,-1.0,stop,False,False,24,False,-1.0,stop,False,False,24,False,-1.0,stop,False,False,24,False
HCLTECH,2018-10-31 03:45:00+00:00,2018-11-01 03:45:00+00:00,527.5,470.82356523786274,10.744347822206116,,,,,,,2,0.6179821395092585,-1.0,stop,False,False,24,False,-1.0,stop,False,False,24,False,-1.0,stop,False,False,24,False,-1.0,stop,False,False,24,False,-1.0,stop,False,False,24,False,-1.0,stop,False,False,24,False
HCLTECH,2020-01-03 03:45:00+00:00,2020-01-06 03:45:00+00:00,585.0,556.0639277866909,4.946337130480188,,,,,,,4,0.1814344380017572,-1.0,stop,False,False,38,False,-1.0,stop,False,False,38,False,-1.0,stop,False,False,38,False,-1.0,stop,False,False,38,False,-1.0,stop,False,False,38,False,-1.0,stop,False,False,38,False
HCLTECH,2020-09-08 03:45:00+00:00,2020-09-09 03:45:00+00:00,712.0999755859375,680.4832380022322,4.43992959804417,,,,,,,0,,12.797018494231375,trend_exit,False,False,347,False,12.797018494231375,trend_exit,False,False,347,False,12.797018494231375,trend_exit,False,False,347,False,12.797018494231375,trend_exit,False,False,347,False,12.797018494231375,trend_exit,False,False,347,False,12.797018494231375,trend_exit,False,False,347,False
HCLTECH,2023-01-09 03:45:00+00:00,2023-01-10 03:45:00+00:00,1061.0,1024.7374982561385,3.4177664226071207,1150.6500244140625,daily_swing,1203.0,daily_swing,2.472251502317771,3.9158908837291544,14,2.472251502317771,-1.0,stop,False,False,63,False,0.7361257511588855,stop_after_t1,True,False,63,False,0.7361257511588855,stop_after_t1,True,False,63,False,1.2361257511588855,stop_after_t1,True,False,50,False,1.2361257511588855,stop_after_t1,True,False,50,False,1.8428130711732615,stop_after_t1,True,False,22,False
HCLTECH,2023-05-08 03:45:00+00:00,2023-05-09 03:45:00+00:00,1071.0,1014.2878566196987,5.295251482754558,1133.5999755859375,daily_swing,1203.0,daily_swing,1.1038196029050331,2.3275438403876225,21,0.7405821310324253,5.1135432857000795,trend_exit,False,False,702,False,1.7156817216463278,t2,True,True,82,False,3.1086814443025563,trend_exit,True,False,702,False,1.7156817216463278,t2,True,True,82,False,3.1086814443025563,trend_exit,True,False,702,False,0.8600444361947356,stop_after_t1,True,False,45,False
HDFCBANK,2017-07-27 03:45:00+00:00,2017-07-28 03:45:00+00:00,443.0,410.05875004359655,7.435948071422901,,,,,,,0,,-1.0,stop,False,False,649,False,-1.0,stop,False,False,649,False,-1.0,stop,False,False,649,False,-1.0,stop,False,False,649,False,-1.0,stop,False,False,649,False,-1.0,stop,False,False,649,False
HDFCBANK,2021-02-02 03:45:00+00:00,2021-02-03 03:45:00+00:00,789.5,668.6364288330078,15.308875385306168,,,,,,,0,,-1.0,stop,False,False,268,False,-1.0,stop,False,False,268,False,-1.0,stop,False,False,268,False,-1.0,stop,False,False,268,False,-1.0,stop,False,False,268,False,-1.0,stop,False,False,268,False
HDFCBANK,2022-09-14 03:45:00+00:00,2022-09-15 03:45:00+00:00,765.0,713.0046303885324,6.796780341368313,861.0499877929688,daily_swing,,,1.847279642604654,,6,1.847279642604654,-1.0063398452213512,stop,False,False,7,False,-1.0063398452213512,stop,False,False,7,False,-1.0063398452213512,stop,False,False,7,False,-1.0063398452213512,stop,False,False,7,False,-1.0063398452213512,stop,False,False,7,False,-1.0063398452213512,stop,False,False,7,False
HDFCBANK,2022-10-31 03:45:00+00:00,2022-11-01 03:45:00+00:00,751.75,715.7010707310268,4.7953347880243715,861.0499877929688,daily_swing,862.5,daily_swing,3.0319898540521053,3.072213301362072,9,0.5194322263006522,1.1955965533498667,trend_exit,False,False,205,False,3.052101577707089,t2,True,True,165,False,2.113793203700986,trend_exit,True,False,205,False,3.052101577707089,t2,True,True,165,False,2.113793203700986,trend_exit,True,False,205,False,2.427949891200121,stop_after_t1,True,False,126,False
HDFCBANK,2024-11-25 03:45:00+00:00,2024-11-26 03:45:00+00:00,905.0,834.1365940638951,7.8302106006745715,,,,,,,0,,-1.0,stop,False,False,31,False,-1.0,stop,False,False,31,False,-1.0,stop,False,False,31,False,-1.0,stop,False,False,31,False,-1.0,stop,False,False,31,False,-1.0,stop,False,False,31,False
HDFCBANK,2025-01-30 03:45:00+00:00,2025-01-31 03:45:00+00:00,843.625,811.2522966657366,3.837333333443581,907.5,daily_swing,940.0,daily_swing,1.9731129445836064,2.977045166876635,4,1.9731129445836064,3.21490025508243,trend_exit,False,False,235,False,2.475079055730121,t2,True,True,49,False,2.594006599833018,trend_exit,True,False,235,False,2.475079055730121,t2,True,True,49,False,2.594006599833018,trend_exit,True,False,235,False,1.5699959216330828,stop_after_t1,True,False,44,False
HINDUNILVR,2017-04-26 03:45:00+00:00,2017-04-27 03:45:00+00:00,941.0999755859375,914.6078560965402,2.815016488859544,,,,,,,3,0.48693817869972117,50.91702930578738,trend_exit,False,False,1149,False,50.91702930578738,trend_exit,False,False,1149,False,50.91702930578738,trend_exit,False,False,1149,False,50.91702930578738,trend_exit,False,False,1149,False,50.91702930578738,trend_exit,False,False,1149,False,50.91702930578738,trend_exit,False,False,1149,False
HINDUNILVR,2022-09-22 03:45:00+00:00,2022-09-23 03:45:00+00:00,2697.89990234375,2502.9379063197543,7.226435489864767,,,,,,,8,0.08770990246809611,-1.0,stop,False,False,21,False,-1.0,stop,False,False,21,False,-1.0,stop,False,False,21,False,-1.0,stop,False,False,21,False,-1.0,stop,False,False,21,False,-1.0,stop,False,False,21,False
HINDUNILVR,2022-11-29 03:45:00+00:00,2022-11-30 03:45:00+00:00,2634.0,2423.6158133370536,7.987250822435321,2859.300048828125,daily_swing,,,1.0708982096124702,,7,0.1556675932705357,-1.0,stop,False,False,73,False,-1.0,stop,False,False,73,False,-1.0,stop,False,False,73,False,-1.0,stop,False,False,73,False,-1.0,stop,False,False,73,False,-1.0,stop,False,False,73,False
HINDUNILVR,2023-03-20 03:45:00+00:00,2023-03-21 03:45:00+00:00,2515.0,2388.8267874581475,5.016827536455369,2657.449951171875,daily_swing,2859.300048828125,daily_swing,1.1290031243725633,2.7287887967021387,11,0.6895282940595769,-1.0,stop,False,False,206,False,0.06450156218628167,stop_after_t1,True,False,206,False,0.06450156218628167,stop_after_t1,True,False,206,False,0.5645015621862817,stop_after_t1,True,False,97,False,0.5645015621862817,stop_after_t1,True,False,97,False,0.9039155337348754,stop_after_t1,True,False,42,False
HINDUNILVR,2025-02-01 03:45:00+00:00,2025-02-03 03:45:00+00:00,2505.0,2248.3233101981027,10.246574443189512,2962.699951171875,prev_month,3030.0,daily_swing,1.7831769278508587,2.0453746711678193,5,1.7831769278508587,-1.0,stop,False,False,12,False,-1.0,stop,False,False,12,False,-1.0,stop,False,False,12,False,-1.0,stop,False,False,12,False,-1.0,stop,False,False,12,False,-1.0,stop,False,False,12,False
HINDUNILVR,2025-03-25 03:45:00+00:00,2025-03-26 03:45:00+00:00,2272.0,2152.1882167271206,5.273405953911947,2602.0,daily_swing,2962.699951171875,prev_month,2.754320075917764,5.764874975600348,8,2.754320075917764,-1.018263785642325,stop,False,False,7,False,-1.018263785642325,stop,False,False,7,False,-1.018263785642325,stop,False,False,7,False,-1.018263785642325,stop,False,False,7,False,-1.018263785642325,stop,False,False,7,False,-1.018263785642325,stop,False,False,7,False
HINDUNILVR,2025-07-07 03:45:00+00:00,2025-07-08 03:45:00+00:00,2405.39990234375,2255.507099260603,6.2315128115327525,2602.0,daily_swing,2962.699951171875,prev_month,1.3116046508730235,3.7179907064583,11,0.5470576192675091,-1.0,stop,False,False,108,False,0.15580232543651173,stop_after_t1,True,False,108,False,0.15580232543651173,stop_after_t1,True,False,108,False,0.6558023254365117,stop_after_t1,True,False,83,False,0.6558023254365117,stop_after_t1,True,False,83,False,0.8819641138397736,stop_after_t1,True,False,57,False
HINDUNILVR,2025-12-31 03:45:00+00:00,2026-01-01 03:45:00+00:00,2322.0,2272.2885724748885,2.140888351641322,2488.0,daily_swing,2667.199951171875,daily_swing,3.3392724422597975,6.944076409744999,12,3.3392724422597975,-1.0,stop,False,False,42,False,-1.0,stop,False,False,42,False,-1.0,stop,False,False,42,False,-1.0,stop,False,False,42,False,-1.0,stop,False,False,42,False,-1.0,stop,False,False,42,False
ICICIBANK,2017-12-19 03:45:00+00:00,2017-12-20 03:45:00+00:00,314.1000061035156,297.38356519426617,5.322012284119582,332.3500061035156,daily_swing,,,1.0917395693901566,,2,1.0917395693901566,-1.0,stop,False,False,50,False,0.0458697846950783,stop_after_t1,True,False,50,False,0.0458697846950783,stop_after_t1,True,False,50,False,0.5458697846950783,stop_after_t1,True,False,32,False,0.5458697846950783,stop_after_t1,True,False,32,False,0.5413833662852426,stop_after_t1,True,False,47,False
ICICIBANK,2018-10-29 03:45:00+00:00,2018-10-30 03:45:00+00:00,347.45001220703125,293.37605917794366,15.563088539155709,,,,,,,4,0.15626713447244536,-1.0,stop,False,False,341,False,-1.0,stop,False,False,341,False,-1.0,stop,False,False,341,False,-1.0,stop,False,False,341,False,-1.0,stop,False,False,341,False,-1.0,stop,False,False,341,False
ICICIBANK,2020-10-06 03:45:00+00:00,2020-10-07 03:45:00+00:00,379.29998779296875,332.49357147216796,12.340210341991597,520.5499877929688,prev_month,549.3499755859375,daily_swing,3.0177486571905834,3.6330486535752677,11,0.4347695829571997,5.640252357510188,trend_exit,False,False,352,False,3.3253986553829256,t2,True,True,63,False,4.329000507350385,trend_exit,True,False,352,False,3.3253986553829256,t2,True,True,63,False,4.329000507350385,trend_exit,True,False,352,False,2.784874731919778,stop_after_t1,True,False,52,False
ICICIBANK,2022-10-18 03:45:00+00:00,2022-10-19 03:45:00+00:00,900.0499877929688,848.5271427699498,5.7244426111664275,,,,,,,2,0.7103652099324466,-1.0,stop,False,False,68,False,-1.0,stop,False,False,68,False,-1.0,stop,False,False,68,False,-1.0,stop,False,False,68,False,-1.0,stop,False,False,68,False,-1.0,stop,False,False,68,False
ICICIBANK,2023-09-12 03:45:00+00:00,2023-09-13 03:45:00+00:00,989.7999877929688,949.4032017299107,4.081307997703027,,,,,,,4,0.34408738339641753,-1.0,stop,False,False,6,False,-1.0,stop,False,False,6,False,-1.0,stop,False,False,6,False,-1.0,stop,False,False,6,False,-1.0,stop,False,False,6,False,-1.0,stop,False,False,6,False
ICICIBANK,2024-01-12 03:45:00+00:00,2024-01-15 03:45:00+00:00,1003.5,973.6503322056361,2.9745558340173277,1043.699951171875,daily_swing,,,1.3467470207311796,,3,0.2747103339146558,-1.0,stop,False,False,3,False,-1.0,stop,False,False,3,False,-1.0,stop,False,False,3,False,-1.0,stop,False,False,3,False,-1.0,stop,False,False,3,False,-1.0,stop,False,False,3,False
ICICIBANK,2024-04-29 03:45:00+00:00,2024-04-30 03:45:00+00:00,1159.949951171875,1045.783189174107,9.842386896299057,,,,,,,0,,1.1181014699931506,trend_exit,False,False,462,False,1.1181014699931506,trend_exit,False,False,462,False,1.1181014699931506,trend_exit,False,False,462,False,1.1181014699931506,trend_exit,False,False,462,False,1.1181014699931506,trend_exit,False,False,462,False,1.1181014699931506,trend_exit,False,False,462,False
INDUSINDBK,2017-03-14 03:45:00+00:00,2017-03-15 03:45:00+00:00,1363.5,1285.2057652064732,5.7421514333353,,,,,,,0,,6.01065936498361,trend_exit,False,False,372,False,6.01065936498361,trend_exit,False,False,372,False,6.01065936498361,trend_exit,False,False,372,False,6.01065936498361,trend_exit,False,False,372,False,6.01065936498361,trend_exit,False,False,372,False,6.01065936498361,trend_exit,False,False,372,False
INDUSINDBK,2020-01-13 03:45:00+00:00,2020-01-14 03:45:00+00:00,1546.0,1434.7689775739398,7.194762123289795,1672.949951171875,daily_swing,1823.75,daily_swing,1.1413178482312683,2.497055173475832,17,0.05843693475280975,-1.0,stop,False,False,1,False,-1.0,stop,False,False,1,False,-1.0,stop,False,False,1,False,-1.0,stop,False,False,1,False,-1.0,stop,False,False,1,False,-1.0,stop,False,False,1,False
INDUSINDBK,2020-11-04 03:45:00+00:00,2020-11-05 03:45:00+00:00,694.9500122070312,568.2685703822544,18.228856694665023,1136.949951171875,prev_month,1346.050048828125,daily_swing,3.4890662167881628,5.139663925847024,25,0.13458946746558148,1.6344145188950097,trend_exit,False,False,263,False,2.561740367841586,trend_exit,True,False,263,False,2.561740367841586,trend_exit,True,False,263,False,2.561740367841586,trend_exit,True,False,263,False,2.561740367841586,trend_exit,True,False,263,False,3.430060134458624,stop_after_t1,True,False,248,False
INDUSINDBK,2022-11-22 03:45:00+00:00,2022-11-23 03:45:00+00:00,1176.0,1115.4382149832588,5.149811651083433,1275.800048828125,daily_swing,1346.050048828125,daily_swing,1.6479046778515056,2.807877092478662,27,0.9197210940278229,-1.0,stop,False,False,46,False,-1.0,stop,False,False,46,False,-1.0,stop,False,False,46,False,-1.0,stop,False,False,46,False,-1.0,stop,False,False,46,False,-1.0,stop,False,False,46,False
INDUSINDBK,2023-06-30 03:45:00+00:00,2023-07-03 03:45:00+00:00,1379.949951171875,1259.2485717773438,8.746793990030556,1585.0,daily_swing,1672.949951171875,daily_swing,1.6988210893422115,2.427478471826607,19,1.6988210893422115,0.22410720543389753,trend_exit,False,False,211,False,2.0631497805844092,t2,True,True,132,False,0.9614641473880545,trend_exit,True,False,211,False,2.0631497805844092,t2,True,True,132,False,0.8494105446711058,stop_after_t1,True,False,210,False,1.8438070048949953,stop_after_t1,True,False,136,False
INDUSINDBK,2025-10-10 03:45:00+00:00,2025-10-13 03:45:00+00:00,758.0,708.7417615618025,6.4984483427701205,848.7000122070312,daily_swing,890.9000244140625,daily_swing,1.8413166017057065,2.6980263328094294,41,0.3126385535159635,4.832693887168565,open_at_end,False,False,195,True,2.269671467257568,t2,True,True,21,False,3.337005244437136,open_at_end,True,False,195,True,2.269671467257568,t2,True,True,21,False,0.9206583008528533,stop_after_t1,True,False,114,False,1.626124048346027,stop_after_t1,True,False,41,False
INFY,2017-05-04 03:45:00+00:00,2017-05-05 03:45:00+00:00,468.0,454.198577444894,2.9490219134841884,495.0,daily_swing,516.2249755859375,prev_month,1.9563200744122589,3.4942032528448377,12,1.9563200744122589,-1.0,stop,False,False,73,False,0.47816003720612943,stop_after_t1,True,False,73,False,0.47816003720612943,stop_after_t1,True,False,73,False,0.9781600372061294,stop_after_t1,True,False,25,False,0.9781600372061294,stop_after_t1,True,False,25,False,1.0243507067328976,stop_after_t1,True,False,25,False
INFY,2018-04-12 03:45:00+00:00,2018-04-13 03:45:00+00:00,587.0,570.0996542794364,2.879104892770624,610.5250244140625,daily_swing,,,1.3919848033308768,,5,0.6804594527322201,-2.1301339389878193,stop,False,False,1,False,-2.1301339389878193,stop,False,False,1,False,-2.1301339389878193,stop,False,False,1,False,-2.1301339389878193,stop,False,False,1,False,-2.1301339389878193,stop,False,False,1,False,-2.1301339389878193,stop,False,False,1,False
INFY,2018-12-04 03:45:00+00:00,2018-12-05 03:45:00+00:00,683.0,597.9374747140067,12.45424967584089,,,,,,,6,0.07876573361189054,-0.3761938631895901,trend_exit,False,False,217,False,-0.3761938631895901,trend_exit,False,False,217,False,-0.3761938631895901,trend_exit,False,False,217,False,-0.3761938631895901,trend_exit,False,False,217,False,-0.3761938631895901,trend_exit,False,False,217,False,-0.3761938631895901,trend_exit,False,False,217,False
INFY,2020-09-14 03:45:00+00:00,2020-09-15 03:45:00+00:00,979.5,910.787843976702,7.015023585839511,,,,,,,0,,8.698605687314117,trend_exit,False,False,399,False,8.698605687314117,trend_exit,False,False,399,False,8.698605687314117,trend_exit,False,False,399,False,8.698605687314117,trend_exit,False,False,399,False,8.698605687314117,trend_exit,False,False,399,False,8.698605687314117,trend_exit,False,False,399,False
INFY,2023-01-17 03:45:00+00:00,2023-01-18 03:45:00+00:00,1544.75,1443.5692862374442,6.54997337838199,1672.5999755859375,daily_swing,1910.300048828125,prev_month,1.2635804871466647,3.6128431519664277,12,0.8227852611849091,-1.0,stop,False,False,36,False,-1.0,stop,False,False,36,False,-1.0,stop,False,False,36,False,-1.0,stop,False,False,36,False,-1.0,stop,False,False,36,False,-1.0,stop,False,False,36,False
INFY,2023-11-15 03:45:00+00:00,2023-11-16 03:45:00+00:00,1416.0999755859375,1349.5446672712053,4.699901805110456,1518.25,daily_swing,1614.449951171875,daily_swing,1.5348140817109146,2.9802277325193036,24,0.5694515640260842,4.190500073941168,trend_exit,False,False,320,False,2.257520907115109,t2,True,True,39,False,2.862657077826041,trend_exit,True,False,320,False,2.257520907115109,t2,True,True,39,False,0.7674070408554573,stop_after_t1,True,False,100,False,1.5475850478060316,stop_after_t1,True,False,32,False
ITC,2017-04-26 03:45:00+00:00,2017-04-27 03:45:00+00:00,280.593505859375,260.25053165980745,7.249980407516215,,,,,,,0,,-1.0,stop,False,False,74,False,-1.0,stop,False,False,74,False,-1.0,stop,False,False,74,False,-1.0,stop,False,False,74,False,-1.0,stop,False,False,74,False,-1.0,stop,False,False,74,False
ITC,2017-10-18 03:45:00+00:00,2017-10-19 03:30:00+00:00,260.9500427246094,253.80829587663922,2.736825322349962,273.8049621582031,daily_swing,279.1491394042969,prev_month,1.7999685101198188,2.5482696414617516,11,0.18876103071014144,-1.0,stop,False,False,6,False,-1.0,stop,False,False,6,False,-1.0,stop,False,False,6,False,-1.0,stop,False,False,6,False,-1.0,stop,False,False,6,False,-1.0,stop,False,False,6,False
ITC,2018-03-12 03:45:00+00:00,2018-03-13 03:45:00+00:00,259.65008544921875,243.69424165998186,6.1451332710450695,279.5343017578125,daily_swing,327.3430480957031,daily_swing,1.2462027437249519,4.242518511753484,8,1.2462027437249519,-1.0108405992383436,stop,False,False,9,False,-1.0108405992383436,stop,False,False,9,False,-1.0108405992383436,stop,False,False,9,False,-1.0108405992383436,stop,False,False,9,False,-1.0108405992383436,stop,False,False,9,False,-1.0108405992383436,stop,False,False,9,False
