entry_date,exit_date,entry,exit,stop,total_r,ret_pct,hold_days,hold_bars,reason,signal_time,symbol
2017-10-25 03:45:00+00:00,2017-11-07 03:45:00+00:00,1222.9000244140625,1143.7546936035155,1143.7546936035155,-1.0,-6.471937953265517,13,9,stop,2017-10-25 03:45:00+00:00,ASIANPAINT_NS_1d
2017-12-27 03:45:00+00:00,2018-02-06 03:45:00+00:00,1150.0,1098.8342869349888,1098.8342869349888,-1.0,-4.449192440435756,41,28,stop,2017-12-27 03:45:00+00:00,ASIANPAINT_NS_1d
2018-03-09 03:45:00+00:00,2018-03-20 03:45:00+00:00,1133.0,1093.423597063337,1093.423597063337,-1.0,-3.49306292468341,11,7,stop,2018-03-09 03:45:00+00:00,ASIANPAINT_NS_1d
2018-07-10 03:45:00+00:00,2018-09-21 03:45:00+00:00,1362.800048828125,1237.3874529157365,1237.3874529157365,-1.0,-9.202567612191615,73,49,stop,2018-07-10 03:45:00+00:00,ASIANPAINT_NS_1d
2019-09-23 03:45:00+00:00,2020-03-19 03:45:00+00:00,1697.8499755859375,1497.9506905691965,1497.9506905691965,-1.0,-11.773671872731551,178,121,stop,2019-09-23 03:45:00+00:00,ASIANPAINT_NS_1d
2020-12-02 03:45:00+00:00,2022-03-07 03:45:00+00:00,2241.0,2708.449951171875,2152.4000505719864,5.275961828304118,20.858989342787826,460,312,trend,2020-12-02 03:45:00+00:00,ASIANPAINT_NS_1d
2022-09-29 03:45:00+00:00,2022-10-12 03:45:00+00:00,3563.449951171875,3222.866122000558,3222.866122000558,-1.0,-9.557699247587658,13,8,stop,2022-09-29 03:45:00+00:00,ASIANPAINT_NS_1d
2022-12-08 03:45:00+00:00,2022-12-20 03:45:00+00:00,3230.0,3028.691782924107,3028.691782924107,-1.0,-6.232452541049316,12,8,stop,2022-12-08 03:45:00+00:00,ASIANPAINT_NS_1d
2023-09-26 03:45:00+00:00,2023-09-28 03:45:00+00:00,3323.0,3190.168927873884,3190.168927873884,-1.0,-3.9973238677735723,2,2,stop,2023-09-26 03:45:00+00:00,ASIANPAINT_NS_1d
2023-12-07 03:45:00+00:00,2024-01-18 03:45:00+00:00,3284.0,3103.5758143833705,3103.5758143833705,-1.0,-5.494037320847422,42,29,stop,2023-12-07 03:45:00+00:00,ASIANPAINT_NS_1d
2024-02-16 03:45:00+00:00,2024-02-26 03:45:00+00:00,3035.0,2897.668474469866,2897.668474469866,-1.0,-4.524926706099974,10,6,stop,2024-02-16 03:45:00+00:00,ASIANPAINT_NS_1d
