entry_date,exit_date,entry,exit,stop,total_r,ret_pct,hold_days,hold_bars,reason,signal_time,symbol
2017-01-18 03:45:00+00:00,2017-06-28 03:45:00+00:00,960.1500244140625,1109.1500244140625,849.2681902204241,1.3437728649022345,15.518408187400535,161,108,trend,2017-01-18 03:45:00+00:00,ASIANPAINT_NS_1d
2017-09-01 03:45:00+00:00,2017-11-07 03:45:00+00:00,1174.199951171875,1141.449951171875,1111.9214285714286,-0.525863469981628,-2.789133142725375,67,45,trend,2017-09-01 03:45:00+00:00,ASIANPAINT_NS_1d
2018-07-10 03:45:00+00:00,2018-08-24 03:45:00+00:00,1362.800048828125,1393.5,1237.3874529157365,0.24479160923613735,2.252711334892732,45,31,trend,2018-07-10 03:45:00+00:00,ASIANPAINT_NS_1d
2018-11-12 03:45:00+00:00,2019-05-07 03:30:00+00:00,1295.0,1387.800048828125,1113.6871425083705,0.5118227692838011,7.166026936534742,175,116,trend,2018-11-12 03:45:00+00:00,ASIANPAINT_NS_1d
2019-09-23 03:45:00+00:00,2019-11-15 03:45:00+00:00,1697.8499755859375,1760.699951171875,1497.9506905691965,0.3144082060157143,3.7017390517231963,53,35,trend,2019-09-23 03:45:00+00:00,ASIANPAINT_NS_1d
2019-12-19 03:45:00+00:00,2020-03-13 03:45:00+00:00,1778.800048828125,1674.3667628696987,1674.3667628696987,-1.0,-5.870996351007918,85,58,stop,2019-12-19 03:45:00+00:00,ASIANPAINT_NS_1d
2020-04-16 03:45:00+00:00,2020-05-18 03:45:00+00:00,1691.0,1506.447141810826,1506.447141810826,-1.0,-10.913829579489887,32,21,stop,2020-04-16 03:45:00+00:00,ASIANPAINT_NS_1d
2020-06-25 03:45:00+00:00,2021-01-27 03:45:00+00:00,1740.0,2436.60009765625,1582.3439793178013,4.418480782668294,40.03448837104886,216,150,trend,2020-06-25 03:45:00+00:00,ASIANPAINT_NS_1d
2021-03-30 03:45:00+00:00,2021-07-30 03:45:00+00:00,2539.10009765625,2958.449951171875,2348.421883719308,2.199254151050028,16.515688133079575,122,83,trend,2021-03-30 03:45:00+00:00,ASIANPAINT_NS_1d
2022-05-24 03:45:00+00:00,2022-05-25 03:45:00+00:00,3174.75,2941.6010672433035,2941.6010672433035,-1.0,-7.343851728693485,1,1,stop,2022-05-24 03:45:00+00:00,ASIANPAINT_NS_1d
2022-09-29 03:45:00+00:00,2022-10-12 03:45:00+00:00,3563.449951171875,3222.866122000558,3222.866122000558,-1.0,-9.557699247587658,13,8,stop,2022-09-29 03:45:00+00:00,ASIANPAINT_NS_1d
2022-12-08 03:45:00+00:00,2022-12-20 03:45:00+00:00,3230.0,3028.691782924107,3028.691782924107,-1.0,-6.232452541049316,12,8,stop,2022-12-08 03:45:00+00:00,ASIANPAINT_NS_1d
2023-03-08 03:45:00+00:00,2023-08-10 03:45:00+00:00,2870.0,3237.89990234375,2694.800453404018,2.0998907217045675,12.818811928353657,155,105,trend,2023-03-08 03:45:00+00:00,ASIANPAINT_NS_1d
2023-09-26 03:45:00+00:00,2023-09-28 03:45:00+00:00,3323.0,3190.168927873884,3190.168927873884,-1.0,-3.9973238677735723,2,2,stop,2023-09-26 03:45:00+00:00,ASIANPAINT_NS_1d
2023-12-07 03:45:00+00:00,2024-01-18 03:45:00+00:00,3284.0,3103.5758143833705,3103.5758143833705,-1.0,-5.494037320847422,42,29,stop,2023-12-07 03:45:00+00:00,ASIANPAINT_NS_1d
2024-02-16 03:45:00+00:00,2024-02-26 03:45:00+00:00,3035.0,2897.668474469866,2897.668474469866,-1.0,-4.524926706099974,10,6,stop,2024-02-16 03:45:00+00:00,ASIANPAINT_NS_1d
2024-04-05 03:45:00+00:00,2024-04-19 03:45:00+00:00,2924.0,2790.0,2792.9439784458705,-1.0224635114888982,-4.582763337893292,14,8,stop,2024-04-05 03:45:00+00:00,ASIANPAINT_NS_1d
2024-10-01 03:45:00+00:00,2024-10-03 03:45:00+00:00,3317.0,3192.300048828125,3200.90107421875,-1.0740835914953337,-3.759419691645316,2,1,stop,2024-10-01 03:45:00+00:00,ASIANPAINT_NS_1d
2025-02-03 03:45:00+00:00,2025-02-12 03:45:00+00:00,2351.14990234375,2207.3514770507813,2207.3514770507813,-1.0,-6.11608920169755,9,7,stop,2025-02-03 03:45:00+00:00,ASIANPAINT_NS_1d
