entry_date,exit_date,entry,exit,stop,total_r,ret_pct,hold_days,hold_bars,reason,signal_time,symbol
2016-10-06 03:45:00+00:00,2016-10-21 03:45:00+00:00,1210.0999755859375,1153.6125008719307,1153.6125008719307,-1.0,-4.668000649008796,15,9,stop,2016-10-06 03:45:00+00:00,ASIANPAINT_NS_1d
2017-02-22 03:45:00+00:00,2017-06-28 03:45:00+00:00,995.0999755859375,1109.1500244140625,979.2007132393974,7.173291838469706,11.461164870491514,126,84,trend,2017-02-22 03:45:00+00:00,ASIANPAINT_NS_1d
2017-10-25 03:45:00+00:00,2017-11-07 03:45:00+00:00,1222.9000244140625,1143.7546936035155,1143.7546936035155,-1.0,-6.471937953265517,13,9,stop,2017-10-25 03:45:00+00:00,ASIANPAINT_NS_1d
2018-12-20 03:45:00+00:00,2019-05-07 03:30:00+00:00,1389.9000244140625,1387.800048828125,1248.673597063337,-0.014869565316712031,-0.15108824728762293,137,89,trend,2018-12-20 03:45:00+00:00,ASIANPAINT_NS_1d
2020-02-04 03:45:00+00:00,2020-03-02 03:45:00+00:00,1870.0,1769.354998779297,1769.354998779297,-1.0,-5.382085626775568,27,18,stop,2020-02-04 03:45:00+00:00,ASIANPAINT_NS_1d
2020-07-21 03:45:00+00:00,2021-01-27 03:45:00+00:00,1761.0,2436.60009765625,1641.0846182686942,5.6339736229174155,38.36457113323395,190,132,trend,2020-07-21 03:45:00+00:00,ASIANPAINT_NS_1d
2021-05-17 03:45:00+00:00,2021-07-30 03:45:00+00:00,2782.0,2958.449951171875,2513.8361223493303,0.6579929881597695,6.342557554704342,74,53,trend,2021-05-17 03:45:00+00:00,ASIANPAINT_NS_1d
2021-09-27 03:45:00+00:00,2021-09-30 03:45:00+00:00,3461.60009765625,3258.9299996512277,3258.9299996512277,-1.0,-5.854809691686924,3,3,stop,2021-09-27 03:45:00+00:00,ASIANPAINT_NS_1d
2022-04-29 03:45:00+00:00,2022-05-17 03:45:00+00:00,3249.0,2962.553932407924,2962.553932407924,-1.0,-8.816437906804431,18,11,stop,2022-04-29 03:45:00+00:00,ASIANPAINT_NS_1d
2022-09-02 03:45:00+00:00,2022-10-12 03:45:00+00:00,3489.0,3228.4663818359377,3228.4663818359377,-1.0,-7.467286275840134,40,27,stop,2022-09-02 03:45:00+00:00,ASIANPAINT_NS_1d
2022-12-28 03:45:00+00:00,2023-01-04 03:45:00+00:00,3109.949951171875,3012.2575003487723,3012.2575003487723,-1.0,-3.141286913195851,7,5,stop,2022-12-28 03:45:00+00:00,ASIANPAINT_NS_1d
2023-03-17 03:45:00+00:00,2023-04-03 03:45:00+00:00,2923.949951171875,2734.2243355887276,2734.2243355887276,-1.0,-6.488675208243844,17,10,stop,2023-03-17 03:45:00+00:00,ASIANPAINT_NS_1d
2024-04-24 03:45:00+00:00,2024-05-09 03:45:00+00:00,2882.949951171875,2761.3516898018975,2761.3516898018975,-1.0,-4.2178415660858,15,10,stop,2024-04-24 03:45:00+00:00,ASIANPAINT_NS_1d
2024-08-22 03:45:00+00:00,2024-10-04 03:45:00+00:00,3167.0,3072.5,2987.5139770507812,-0.5265033925607483,-2.983896431954536,43,30,trend,2024-08-22 03:45:00+00:00,ASIANPAINT_NS_1d
2025-08-07 03:45:00+00:00,2025-09-23 03:45:00+00:00,2484.10009765625,2446.89990234375,2314.922145298549,-0.21988796290574458,-1.497532057890838,47,31,trend,2025-08-07 03:45:00+00:00,ASIANPAINT_NS_1d
2017-02-22 03:45:00+00:00,2017-03-21 03:45:00+00:00,508.5,488.29998779296875,480.9321487426758,-0.7327380004513238,-3.9724704438606206,27,17,trend,2017-02-22 03:45:00+00:00,AXISBANK_NS_1d
2017-05-29 03:45:00+00:00,2017-06-27 03:45:00+00:00,511.8999938964844,493.81392887660434,493.81392887660434,-1.0,-3.533124679727462,29,20,stop,2017-05-29 03:45:00+00:00,AXISBANK_NS_1d
2017-12-20 03:45:00+00:00,2018-02-15 03:45:00+00:00,553.5,531.9785596575056,531.9785596575056,-1.0,-3.888245771001708,57,38,stop,2017-12-20 03:45:00+00:00,AXISBANK_NS_1d
2018-12-20 03:45:00+00:00,2019-04-25 03:45:00+00:00,636.9500122070312,740.9000244140625,578.9282135009765,1.791568247197132,16.31996392414603,126,83,trend,2018-12-20 03:45:00+00:00,AXISBANK_NS_1d
2019-10-16 03:45:00+00:00,2020-01-06 03:45:00+00:00,693.4000244140625,723.25,644.1078683035714,0.6055725279906023,4.304870858803533,82,55,trend,2019-10-16 03:45:00+00:00,AXISBANK_NS_1d
2020-07-08 03:45:00+00:00,2020-09-21 03:45:00+00:00,450.0,423.3500061035156,400.5317919049944,-0.538729720011326,-5.92222086588542,75,53,trend,2020-07-08 03:45:00+00:00,AXISBANK_NS_1d
2021-01-06 03:45:00+00:00,2021-03-24 03:45:00+00:00,662.0,706.4000244140625,614.2399998256138,0.9296487489938153,6.706952328408233,77,53,trend,2021-01-06 03:45:00+00:00,AXISBANK_NS_1d
2022-01-27 03:45:00+00:00,2022-02-24 03:45:00+00:00,744.0,730.2999877929688,707.6332131522042,-0.3767176975070489,-1.8413994901923747,28,20,trend,2022-01-27 03:45:00+00:00,AXISBANK_NS_1d
2022-09-09 03:45:00+00:00,2022-09-28 03:45:00+00:00,787.9500122070312,720.2539162772042,720.2539162772042,-1.0,-8.59142012577825,19,13,stop,2022-09-09 03:45:00+00:00,AXISBANK_NS_1d
2022-11-28 03:45:00+00:00,2023-01-25 03:45:00+00:00,887.7000122070312,892.3499755859375,839.7732138497489,0.09702219923479828,0.5238214841684297,58,42,trend,2022-11-28 03:45:00+00:00,AXISBANK_NS_1d
2023-09-12 03:45:00+00:00,2023-10-20 03:45:00+00:00,1010.0,980.3499755859375,960.0096296037947,-0.5931147174759317,-2.9356459815903513,38,26,trend,2023-09-12 03:45:00+00:00,AXISBANK_NS_1d
2024-01-05 03:45:00+00:00,2024-01-18 03:45:00+00:00,1124.0,1066.0,1075.2920933314733,-1.1907717651409058,-5.160142348754448,13,9,stop,2024-01-05 03:45:00+00:00,AXISBANK_NS_1d
2024-08-28 03:45:00+00:00,2024-09-06 03:45:00+00:00,1177.0,1158.75,1121.2742606026786,-0.32749677612850553,-1.5505522514868364,9,7,trend,2024-08-28 03:45:00+00:00,AXISBANK_NS_1d
2024-10-21 03:45:00+00:00,2024-11-18 03:45:00+00:00,1196.8499755859375,1127.6300258091517,1127.6300258091517,-1.0,-5.783510982059226,28,19,stop,2024-10-21 03:45:00+00:00,AXISBANK_NS_1d
