signal_time,direction,is_win,total_r,target1_R,target2_R,zone_start_time,ob_direction,ob_body_over_atr,fvg_size_over_atr,confirmation_bars_5m,confirmation_calendar_minutes
2025-07-29 06:30:00+00:00,bearish,True,0.30394002611983706,0.052239691989278615,0.5556403602503955,2025-07-29 06:30:00+00:00,bearish,0.19756254009028668,2.155227710070598,0.0,0.0
2025-07-29 10:55:00+00:00,bearish,True,2.1122086741780604,3.356485054277784,0.8679322940783364,,,,,,
2025-07-31 23:20:00+00:00,bearish,False,-0.29936577631418987,0.40126844737162026,0.7826157661503178,2025-07-31 19:45:00+00:00,bearish,0.09422321929324097,1.1306786315195891,43.0,215.0
2025-08-06 12:00:00+00:00,bullish,True,0.6628573111644459,0.6515176059967518,0.67419701633214,2025-08-06 09:45:00+00:00,bullish,0.4873156342181798,0.4542772861357343,27.0,135.0
2025-08-11 16:00:00+00:00,bearish,True,1.647138898342242,1.6063007438379238,1.6879770528465599,2025-08-11 14:00:00+00:00,bearish,0.1273336524655329,1.1594064145522707,24.0,120.0
2025-08-21 16:00:00+00:00,bearish,True,0.4373791377545332,0.4697986577181679,0.40495961779089845,2025-08-21 13:45:00+00:00,bearish,0.3517241379311604,1.9379310344824017,27.0,135.0
2025-08-27 12:00:00+00:00,bearish,False,-1.0,0.24311246390386404,0.4452509170373907,,,,,,
2025-09-02 03:00:00+00:00,bearish,True,0.40247515206759865,0.2969481304889073,0.50800217364629,2025-09-02 00:00:00+00:00,bearish,0.406727828746032,2.0550458715599995,36.0,180.0
2025-09-03 10:25:00+00:00,bearish,False,-1.0,2.9480934809348303,2.624354243542479,2025-09-03 06:30:00+00:00,bearish,0.4022242817426317,0.7784986098237235,47.0,235.0
2025-09-05 12:10:00+00:00,bullish,True,0.7527481280866632,0.47395252509161506,1.0315437310817115,,,,,,
2025-09-22 17:00:00+00:00,bullish,True,1.1762834417932593,0.7713665943600693,1.5812002892264494,2025-09-22 15:30:00+00:00,bullish,0.023850085179032168,0.34582623509384813,18.0,90.0
2025-09-25 16:00:00+00:00,bearish,True,0.8366139671238542,0.8545702020730778,0.8186577321746306,2025-09-25 12:30:00+00:00,bearish,0.2806236080179114,4.14699331848549,42.0,210.0
2025-09-30 04:25:00+00:00,bearish,False,-1.0,0.5003885003885777,1.0660450660450067,,,,,,
2025-10-05 23:00:00+00:00,bearish,True,0.05036188612455033,0.05036188612455033,0.05036188612455033,2025-10-03 21:00:00+00:00,bearish,0.06936416184964019,2.5780346820804327,24.0,3000.0
2025-10-07 14:40:00+00:00,bearish,False,-0.23303447468344318,0.5339310506331136,0.16392619975582612,2025-10-07 11:00:00+00:00,bearish,0.16630669546478413,0.5593952483801122,44.0,220.0
2025-10-07 23:20:00+00:00,bearish,True,0.6049533089727683,0.9906617945594376,0.21924482338609913,,,,,,
2025-10-09 18:50:00+00:00,bearish,True,0.8844437301420199,0.9242523520466431,0.8446351082373967,,,,,,
2025-10-14 11:05:00+00:00,bearish,False,-1.0,0.1952847218422643,0.38291121929867417,2025-10-14 07:30:00+00:00,bearish,0.40222428174240155,0.8174235403152867,43.0,215.0
2025-10-21 05:30:00+00:00,bearish,True,0.23368697005690994,0.0028673247858665503,0.46450661532795334,2025-10-21 02:00:00+00:00,bearish,0.2426095820594483,0.31396534148843686,42.0,210.0
2025-10-24 04:25:00+00:00,bearish,False,-0.47556150354938814,0.04887699290122372,1.3750727336201198,2025-10-24 00:45:00+00:00,bearish,0.13980028530670344,0.1597717546363592,44.0,220.0
2025-10-27 05:40:00+00:00,bullish,False,-1.0,6.145122335400186,2.8814449228199255,,,,,,
2025-10-30 16:00:00+00:00,bearish,True,0.4867836411416355,0.6855963282605299,0.2879709540227412,2025-10-30 11:30:00+00:00,bearish,0.29838709677363306,0.8951612903223317,42.0,270.0
2025-10-31 11:40:00+00:00,bearish,True,1.1365003006613597,0.7670207790472343,1.505979822275485,,,,,,
2025-10-31 17:20:00+00:00,bearish,True,0.7482840870369687,0.8559606678673954,0.6406075062065419,,,,,,
2025-11-05 09:45:00+00:00,bearish,True,0.7766218504819513,0.4500051843913909,1.1032385165725116,2025-11-05 06:30:00+00:00,bearish,0.18895705521517603,0.48098159509206573,39.0,195.0
2025-11-11 16:00:00+00:00,bullish,True,0.7876953813609393,1.0900223292985078,0.4853684334233707,2025-11-11 13:00:00+00:00,bullish,0.13602391629246546,2.5216741405083622,36.0,180.0
2025-11-19 16:00:00+00:00,bearish,True,0.5453824182799223,0.5420501428117951,0.5487146937480494,2025-11-19 13:30:00+00:00,bearish,0.4770146024878754,0.6057328285558402,30.0,150.0
2025-11-25 16:00:00+00:00,bullish,True,0.5245016266831352,0.7419149700929477,0.30708828327332266,2025-11-25 12:15:00+00:00,bullish,0.13461538461539693,1.2788461538462708,45.0,225.0
2025-12-12 17:40:00+00:00,bullish,True,0.5073917367630916,0.11563811675068879,0.8991453567754943,2025-12-12 17:15:00+00:00,bullish,0.019073569482130345,0.7629427792914254,5.0,25.0
2025-12-16 11:55:00+00:00,bullish,True,0.497645646754466,0.28867756132066563,0.7066137321882664,2025-12-16 11:30:00+00:00,bullish,0.3668122270742253,0.2241630276564375,5.0,25.0
2025-12-22 16:00:00+00:00,bullish,True,1.0233791424208754,0.7511039577401133,1.2956543271016376,,,,,,
2025-12-30 11:40:00+00:00,bearish,True,0.9838958746965744,0.2603132583277405,1.7074784910654082,,,,,,
2025-12-31 07:20:00+00:00,bearish,True,0.4881974248926384,0.035344609946820316,0.9410502398384565,2025-12-31 07:00:00+00:00,bearish,0.2764227642280088,0.7804878048781068,4.0,20.0
2026-01-02 07:00:00+00:00,bearish,True,0.15315763301845214,0.16011934361024213,0.14619592242666216,2026-01-02 05:45:00+00:00,bearish,0.08421052631444824,0.7789473684193978,15.0,75.0
2026-01-06 11:00:00+00:00,bearish,True,1.3482233853276193,0.0967335164360537,2.5997132542191848,2026-01-06 09:00:00+00:00,bearish,0.07572115384589764,0.7403846153845597,24.0,120.0
2026-01-06 12:45:00+00:00,bearish,True,0.8379791343774394,0.2704203196927937,1.4055379490620852,2026-01-06 09:00:00+00:00,bearish,0.07572115384589764,0.7403846153845597,45.0,225.0
2026-01-06 19:10:00+00:00,bearish,True,1.050319662505876,1.071630496237884,1.0290088287738681,,,,,,
2026-01-07 12:10:00+00:00,bearish,True,0.32940114742466203,0.5866047830850658,0.07219751176425825,,,,,,
2026-01-13 15:00:00+00:00,bearish,True,4.978243132991413,1.9132444927942738,8.043241773188553,2026-01-13 15:00:00+00:00,bearish,0.3918406072105638,0.571157495256111,0.0,0.0
2026-01-20 08:00:00+00:00,bullish,True,0.4968767745599102,0.11041706101330793,0.8833364881065124,2026-01-20 07:15:00+00:00,bullish,0.19631901840401209,1.1288343558279734,9.0,45.0
2026-01-27 06:45:00+00:00,bullish,False,-1.0,4.856637168140602,6.752212389378953,,,,,,
2026-01-30 16:00:00+00:00,bearish,True,0.24537358681235907,0.011052864270899949,0.4796943093538182,2026-01-30 15:00:00+00:00,bearish,0.29683415625902737,0.4513505663664168,12.0,60.0
2026-02-09 09:05:00+00:00,bullish,True,0.5980484191850812,0.10731110747469895,1.0887857308954636,2026-02-09 05:30:00+00:00,bullish,0.4588414634147884,0.586890243902482,43.0,215.0
2026-02-17 04:00:00+00:00,bearish,True,0.6795321637427036,0.5976608187133002,0.7614035087721072,2026-02-17 02:30:00+00:00,bearish,0.27679500520280187,0.23309053069743682,18.0,90.0
2026-02-17 07:25:00+00:00,bearish,True,0.4470877768663597,0.01230516817071146,0.8818703855620079,2026-02-17 07:00:00+00:00,bearish,0.06473988439204487,0.5664739884386583,5.0,25.0
