signal_time,direction,leg1_r,leg2_r,total_r,exit_reason,is_win,session,dow,hour_utc,month,quarter,atr15,atr_trailing_pct,vol_regime
2025-12-04 07:50:00+00:00,bullish,3.6842105263135716,9.433811802228679,6.559011164271125,both_targets,True,Asia,Thursday,7,2025-12,2025Q4,0.000291428571428514,0.08819277108433735,low
2025-12-10 15:05:00+00:00,bullish,-1.0,-1.0,-1.0,stop_before_target1,False,London/NY overlap,Wednesday,15,2025-12,2025Q4,0.0006525000000000082,0.7408678597695514,high
2025-12-12 17:40:00+00:00,bullish,0.30484824245657116,-1.0,-0.3475758787717144,stop_after_partial,False,New York,Friday,17,2025-12,2025Q4,0.0007867857142857458,0.9016432483924745,high
2025-12-15 01:35:00+00:00,bullish,-1.0,-1.0,-1.0,stop_before_target1,False,Asia,Monday,1,2025-12,2025Q4,0.00034071428571429737,0.22202797202797203,low
2025-12-16 08:05:00+00:00,bullish,0.14997462835226774,0.6604145915163171,0.4051946099342924,both_targets,True,Asia/London overlap,Tuesday,8,2025-12,2025Q4,0.00040321428571432616,0.3613886113886114,medium
2025-12-16 11:55:00+00:00,bullish,0.14162124620645666,0.3466549907144926,0.24413811846047462,both_targets,True,London,Tuesday,11,2025-12,2025Q4,0.000704642857142858,0.8326673326673326,high
2025-12-19 20:55:00+00:00,bearish,-1.0,-1.0,-1.0,stop_before_target1,False,New York,Friday,20,2025-12,2025Q4,0.00040428571428573,0.3697258641239571,medium
2025-12-23 19:00:00+00:00,bullish,0.014547761504210131,0.20673134769149662,0.11063955459785338,both_targets,True,New York,Tuesday,19,2025-12,2025Q4,0.0005521428571428741,0.6185953511622094,medium
2025-12-30 07:10:00+00:00,bearish,0.6489529012498754,-1.0,-0.17552354937506232,stop_after_partial,False,Asia,Tuesday,7,2025-12,2025Q4,0.0002646428571428621,0.06561945781606283,low
2025-12-31 02:00:00+00:00,bearish,0.0509747622911687,0.02330274847598131,0.03713875538357501,both_targets,True,Asia,Wednesday,2,2025-12,2025Q4,0.00023071428571424285,0.0264750378214826,low
2025-12-31 07:20:00+00:00,bearish,0.009036047374664175,0.24058476135154974,0.12481040436310696,both_targets,True,Asia,Wednesday,7,2025-12,2025Q4,0.00031714285714284126,0.17707549535991973,low
2026-01-02 07:00:00+00:00,bearish,0.13678844519974262,0.12489379779100045,0.13084112149537153,both_targets,True,Asia,Friday,7,2026-01,2026Q1,0.00031428571428580653,0.17391304347826086,low
2026-01-06 11:00:00+00:00,bearish,0.08154825180934268,2.1916092673762884,1.1365787595928156,both_targets,True,London,Tuesday,11,2026-01,2026Q1,0.0007253571428571684,0.8536205554113677,high
2026-01-06 12:45:00+00:00,bearish,0.2404409798638271,1.2497171887534289,0.745079084308628,both_targets,True,London,Tuesday,12,2026-01,2026Q1,0.000577857142857122,0.664417337139891,medium
2026-01-07 07:30:00+00:00,bearish,-1.0,-1.0,-1.0,stop_before_target1,False,Asia,Wednesday,7,2026-01,2026Q1,0.00035964285714283416,0.274338556383252,low
2026-01-09 15:10:00+00:00,bearish,0.2833214290716106,0.3333193283195675,0.30832037869558904,both_targets,True,London/NY overlap,Friday,15,2026-01,2026Q1,0.0008521428571427934,0.9473684210526315,high
2026-01-13 15:00:00+00:00,bearish,-1.0,-1.0,-1.0,stop_before_target1,False,London/NY overlap,Tuesday,15,2026-01,2026Q1,0.0007528571428570949,0.8790552815987542,high
